Product Name,Sub Product,Issue,Sub Issue,Company,State Name,Zip Code,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID,Date Recieved
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,ERC,TX,75006,Web,2015-01-27,Closed with non-monetary relief,Yes,Yes,1212435,2015-01-27
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Unique Management Services, Inc",WA,98908,Web,2015-02-25,Closed with explanation,Yes,No,1197996,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,Allied Interstate LLC,CA,90049,Postal mail,2015-01-28,Closed with non-monetary relief,Yes,Yes,1205987,2015-01-23
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Pinnacle Credit Services, LLC",GA,30276,Web,2015-01-13,Closed with explanation,Yes,No,1176383,2014-12-31
Debt collection,Payday loan,Improper contact or sharing of info,Talked to a third party about my debt,"National Credit Adjusters, LLC",MO,63044,Web,2015-01-27,Closed with explanation,Yes,No,1205106,2015-01-22
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,NY,11580,Web,2015-01-07,Closed with non-monetary relief,Yes,No,1183992,2015-01-07
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Financial Credit Service, Inc.",NY,10530,Web,2015-01-27,Closed,No,No,1212465,2015-01-27
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,M&T Bank Corporation,NY,10530,Web,2015-02-19,Closed with explanation,Yes,No,1212466,2015-01-27
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"HOVG, LLC",TX,75028,Web,2015-01-27,Closed with explanation,Yes,Yes,1204040,2015-01-22
Debt collection,I do not know,Improper contact or sharing of info,Contacted employer after asked not to,Encore Capital Group,GA,30043,Web,2015-01-27,Closed with non-monetary relief,Yes,No,1212479,2015-01-27
Student loan,Non-federal student loan,Can't repay my loan,Can't temporarily postpone payments,"Navient Solutions, Inc.",CA,94524,Web,2014-12-31,Closed with explanation,Yes,No,1177391,2014-12-31
Payday loan,Payday loan,Applied for loan/did not receive money,Applied for loan/did not receive money,"Advance America, Cash Advance Centers, Inc.",PA,15501,Web,2015-01-27,Closed with explanation,Yes,Yes,1203275,2015-01-22
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Capital One,NY,10031,Web,2015-01-07,Closed with explanation,Yes,No,1185374,2015-01-07
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"The Regional Adjustment Bureau, Incorporated",NC,28360,Web,2015-01-16,Closed with non-monetary relief,Yes,No,1196932,2015-01-16
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"ARS National Services, Inc.",TX,75206,Web,2015-02-26,Closed with non-monetary relief,Yes,No,1204101,2015-01-22
Debt collection,Credit card,False statements or representation,Impersonated an attorney or official,Santander Bank US,NY,10034,Web,2015-01-07,Closed,Yes,No,1184066,2015-01-07
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Optimum Outcomes, Inc.",NC,27360,Web,2015-01-27,Closed with explanation,Yes,No,1203765,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,Heartland Payment Systems,KY,40272,Web,2015-02-06,Closed with explanation,Yes,Yes,1212549,2015-01-27
Debt collection,Medical,Communication tactics,Frequent or repeated calls,"Works & Lentz of Tulsa, Inc.",OK,74014,Referral,2015-02-02,Closed with explanation,Yes,No,1212571,2015-01-27
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Cavalry Investments, LLC",IL,60640,Web,2015-01-16,Closed with explanation,Yes,No,1196977,2015-01-16
Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Transworld Systems Inc.,MD,20746,Web,2015-01-07,Closed with explanation,Yes,No,1176472,2014-12-31
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,MEFA,PA,19103,Web,2015-01-07,Closed with explanation,Yes,No,1176478,2014-12-31
Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,"Navient Solutions, Inc.",IL,62278,Web,2015-01-27,Closed with explanation,Yes,Yes,1211266,2015-01-27
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Midway Resolution Services LLC,TX,76119,Web,2015-01-13,Closed with explanation,Yes,No,1184136,2015-01-07
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Pinnacle Credit Services, LLC",TX,79536,Web,2015-01-07,Closed with explanation,Yes,No,1176502,2014-12-31
Student loan,Non-federal student loan,Dealing with my lender or servicer,Don't agree with fees charged,Student Assistance Foundation,MS,39452,Web,2015-01-07,Closed with explanation,Yes,No,1184156,2015-01-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"JP Recovery Services, Inc.",OH,44116,Web,2015-01-22,Closed with explanation,Yes,No,1204191,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,Delbert Services,TN,37830,Web,2014-12-31,Closed with explanation,Yes,No,1176508,2014-12-31
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"CashCall, Inc.",TN,37830,Web,2014-12-31,Closed with explanation,Yes,No,1176509,2014-12-31
Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,Discover,NY,14470,Web,2015-01-07,Closed with explanation,Yes,Yes,1184163,2015-01-07
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Encore Capital Group,SC,29466,Web,2015-01-07,Closed with non-monetary relief,Yes,No,1184166,2015-01-07
Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Phoenix Financial Services LLC,FL,32608,Web,2015-01-16,Closed with explanation,Yes,No,1196940,2015-01-16
Debt collection,Credit card,Improper contact or sharing of info,Contacted employer after asked not to,"Praxis Financial Solutions, Incorporated",NC,28638,Web,2015-01-07,Closed with explanation,Yes,No,1185233,2015-01-07
Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,"National Enterprise Systems, Inc.",MD,20653,Web,2015-01-07,Closed with explanation,Yes,No,1176535,2014-12-31
Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,"GVA Holdings, LLC",AL,36703,Web,2015-01-16,Closed with non-monetary relief,No,No,1197065,2015-01-16
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,Credit Corp Solutions Inc.,TX,78653,Web,2015-01-16,Closed with explanation,Yes,No,1197850,2015-01-16
Debt collection,Federal student loan,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Northstar Location Services, LLC",TN,38572,Web,2015-01-16,Closed,Yes,No,1197077,2015-01-16
Debt collection,Payday loan,Improper contact or sharing of info,Contacted me after I asked not to,"USA CASH SERVICES MANAGEMENT, INC.",CA,95841,Web,2015-02-09,Closed with explanation,Yes,No,1204239,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Retrieval-Masters Creditors Bureau, Inc.",CT,6516,Phone,2015-01-13,Closed with non-monetary relief,Yes,No,1184220,2015-01-07
Payday loan,Payday loan,Applied for loan/did not receive money,Applied for loan/did not receive money,"GVA Holdings, LLC",ME,3904,Web,2015-01-29,Closed with non-monetary relief,Yes,Yes,1197110,2015-01-16
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"EOS Holdings, Inc.",OR,97435,Web,2015-01-16,Closed with explanation,Yes,Yes,1197124,2015-01-16
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Credit One LLC,FL,34102,Web,2015-01-26,Closed with explanation,Yes,Yes,1197127,2015-01-16
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Convergent Resources, Inc.",NJ,7747,Web,2015-01-07,Closed with explanation,Yes,No,1184245,2015-01-07
Debt collection,Credit card,False statements or representation,Indicated shouldn't respond to lawsuit,"Rose & Associates, LLC.",OH,44420,Web,2015-02-23,Closed with explanation,No,No,1204278,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,DataMax Corporation,NC,28105,Web,2015-01-16,Closed with explanation,Yes,No,1197493,2015-01-16
Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,"Portfolio Recovery Associates, Inc.",FL,32205,Web,2015-01-16,Closed with explanation,Yes,Yes,1197149,2015-01-16
Debt collection,Payday loan,Disclosure verification of debt,Not given enough info to verify debt,"JH Portfolio Debt Equities, LLC",OH,45157,Web,2015-01-28,Closed with explanation,Yes,No,1212729,2015-01-27
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Municipal Collections Services, Inc.",IL,60538,Web,2015-02-02,Closed with non-monetary relief,Yes,No,1213426,2015-01-27
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,Resurgent Capital Services L.P.,IL,60426,Referral,2015-01-12,Closed,Yes,No,1184299,2015-01-07
Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,"Navient Solutions, Inc.",KY,40513,Web,2015-01-21,Closed with explanation,Yes,Yes,1197202,2015-01-16
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Afni, Inc.",GA,30024,Web,2015-01-16,Closed with explanation,Yes,No,1197092,2015-01-16
Debt collection,I do not know,Communication tactics,Called after sent written cease of comm,"WAKEFIELD & ASSOCIATES, INC.",IL,60445,Web,2014-12-31,Closed,Yes,Yes,1177682,2014-12-31
Debt collection,Medical,Improper contact or sharing of info,Contacted me after I asked not to,Source Receivables Management LLC,IL,60478,Web,2014-12-31,Closed,Yes,No,1176662,2014-12-31
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,AllianceOne Recievables Management,CA,95136,Phone,2015-01-28,Closed with explanation,Yes,No,1211250,2015-01-27
Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"Enova International, Inc.",NV,89131,Web,2015-01-22,Closed with explanation,Yes,No,1204369,2015-01-22
Student loan,Non-federal student loan,Can't repay my loan,Can't decrease my monthly payments,"Navient Solutions, Inc.",TN,37865,Web,2015-01-22,Closed with explanation,Yes,No,1204393,2015-01-22
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Capio Partners, LLC",TX,77034,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176625,2014-12-31
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Capital One,GA,30024,Web,2015-01-16,Closed with explanation,Yes,No,1197095,2015-01-16
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"HCFS Health Care Financial Services, Inc.",TX,77034,Web,2014-12-31,Closed with explanation,Yes,No,1176626,2014-12-31
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"MNE Services, Inc",OK,73102,Referral,2015-02-02,Closed with explanation,Yes,No,1212794,2015-01-27
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"National Credit Systems,Inc.",NJ,33624,Web,2015-01-08,Closed with explanation,Yes,Yes,1185261,2015-01-07
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Progressive Financial Services, Inc.",AZ,85009,Web,2015-02-04,Closed with explanation,Yes,Yes,1212805,2015-01-27
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"CL Holdings, LLC",MO,65653,Web,2015-01-07,Closed with monetary relief,Yes,No,1184369,2015-01-07
Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,Revenue Assistance Corporation dba Revenue Group,OH,44133,Web,2014-12-31,Closed with explanation,Yes,No,1176702,2014-12-31
Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,"The McHughes Law Firm, LLC",AR,71753,Web,2015-01-28,Closed with explanation,Yes,Yes,1204432,2015-01-22
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Commonwealth Financial Systems, Inc.",TX,77034,Web,2014-12-31,Closed with explanation,Yes,No,1176630,2014-12-31
Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,Rash Curtis and Associates,CA,94521,Web,2015-02-10,Closed with explanation,Yes,Yes,1197265,2015-01-16
Debt collection,Medical,False statements or representation,Impersonated an attorney or official,"Komyatte & Casbon, P.C.",IL,60102,Web,2015-01-07,Closed with explanation,Yes,No,1184382,2015-01-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"ClearSpring Loan Services, Inc.",FL,33579,Web,2015-01-22,Closed with explanation,Yes,No,1197275,2015-01-16
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Credit Bureau of New Ulm, Inc.",SC,29730,Web,2015-01-27,Closed with non-monetary relief,Yes,Yes,1211172,2015-01-27
Debt collection,I do not know,False statements or representation,Attempted to collect wrong amount,Wells Fargo & Company,DC,20010,Web,2015-01-27,Closed with explanation,Yes,No,1213441,2015-01-27
Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"Account Control Systems, Inc",OH,45065,Web,2015-01-07,Closed with explanation,Yes,No,1185382,2015-01-07
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,Transworld Systems Inc.,GA,30068,Web,2015-01-28,Closed with explanation,Yes,No,1213458,2015-01-28
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Select Resource Group,TN,38002,Phone,2015-01-28,Closed with non-monetary relief,Yes,No,1204479,2015-01-22
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,Penn Credit Corporation,NJ,8046,Web,2014-12-31,Closed with explanation,Yes,No,1177534,2014-12-31
Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,"Lazarus Financial Group, Inc.",NY,13815,Web,2015-01-12,Closed with explanation,No,No,1184439,2015-01-07
Debt collection,I do not know,Taking/threatening an illegal action,Threatened to sue on too old debt,Statewide Credit Services Corp.,CA,92660,Web,2015-03-09,Closed with explanation,Yes,No,1213509,2015-01-28
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,Transworld Systems Inc.,PA,19057,Web,2015-01-21,Closed with explanation,Yes,No,1197356,2015-01-16
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,Midwestern Health Management INC,MO,64506,Web,2015-01-22,Closed with explanation,Yes,Yes,1204534,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,"Robert W. Warner & Associates, P.C.",MI,49424,Postal mail,2015-01-27,Closed with explanation,Yes,No,1203292,2015-01-22
Debt collection,Medical,Taking/threatening an illegal action,Seized/Attempted to seize property,Financial Accounts Service Team Inc.,TN,37757,Web,2015-01-22,Closed with explanation,Yes,No,1204572,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,JPMorgan Chase & Co.,DC,20008,Web,2015-01-22,Closed with explanation,Yes,No,1204578,2015-01-22
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Capital Accounts, LLC",NY,10029,Web,2015-02-02,Closed with explanation,No,No,1213557,2015-01-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Wells Fargo & Company,CA,93230,Phone,2015-01-26,Closed with explanation,Yes,No,1204585,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,AES/PHEAA,DC,20008,Web,2015-01-22,Closed with non-monetary relief,Yes,No,1204579,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,Transworld Systems Inc.,DC,20008,Web,2015-02-03,Closed with explanation,Yes,No,1204580,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Trouble with how payments are handled,Transworld Systems Inc.,DC,20008,Web,2015-01-29,Closed with explanation,Yes,No,1204581,2015-01-22
Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,Transworld Systems Inc.,FL,32707,Web,2014-12-31,Closed with explanation,Yes,No,1176853,2014-12-31
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Santander Consumer USA Holdings Inc,NY,14787,Phone,2015-01-06,Closed with explanation,Yes,No,1176857,2014-12-31
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,R & B Corporation of Virginia,GA,30024,Web,2015-01-16,Closed with non-monetary relief,Yes,No,1197101,2015-01-16
Payday loan,Payday loan,Can't stop charges to bank account,Can't stop charges to bank account,"Enova International, Inc.",FL,33033,Web,2014-12-31,Closed with non-monetary relief,Yes,No,1176867,2014-12-31
Debt collection,I do not know,Taking/threatening an illegal action,Threatened arrest/jail if do not pay,"NCB Management Services, Inc.",UT,84119,Web,2015-01-29,Closed with explanation,Yes,No,1213589,2015-01-28
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"Pressler & Pressler, LLP",NJ,8889,Web,2015-02-02,Closed with explanation,Yes,No,1213591,2015-01-28
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,Encore Capital Group,NJ,8889,Web,2015-01-28,Closed with explanation,Yes,No,1213592,2015-01-28
Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,"Weltman, Weinberg & Reis",CO,80125,Web,2015-02-03,Closed with explanation,Yes,No,1213607,2015-01-28
Debt collection,Credit card,False statements or representation,Indicated shouldn't respond to lawsuit,"Machol & Johannes, LLC",CO,81621,Web,2015-01-17,Closed with explanation,No,No,1197903,2015-01-17
Payday loan,Payday loan,Applied for loan/did not receive money,Applied for loan/did not receive money,Global Recovery Group,OR,97478,Web,2015-01-27,Closed with explanation,Yes,No,1204674,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,CA,91206,Web,2015-01-28,Closed with non-monetary relief,Yes,Yes,1213624,2015-01-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Portfolio Recovery Associates, Inc.",GA,30024,Web,2015-01-21,Closed with explanation,Yes,No,1197907,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,Encore Capital Group,CA,92663,Web,2015-01-28,Closed with non-monetary relief,Yes,Yes,1213631,2015-01-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"I.C. System, Inc.",CA,92663,Web,2015-01-28,Closed with explanation,Yes,No,1213636,2015-01-28
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,"Diversified Consultants, Inc.",CA,92663,Web,2015-01-28,Closed with explanation,Yes,No,1213634,2015-01-28
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Pinnacle Credit Services, LLC",TX,77083,Web,2015-01-17,Closed with explanation,Yes,Yes,1198171,2015-01-17
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Medical Data Systems, Inc.",CA,92663,Web,2015-01-28,Closed with explanation,Yes,Yes,1213637,2015-01-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"CHS, Inc.",MI,48393,Referral,2015-02-02,Closed with explanation,Yes,No,1213945,2015-01-28
Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,AES/PHEAA,NC,28333,Web,2015-01-22,Closed with explanation,Yes,Yes,1197954,2015-01-17
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,CA,95540,Web,2015-01-17,Closed with explanation,Yes,No,1197959,2015-01-17
Debt collection,Non-federal student loan,Disclosure verification of debt,Not given enough info to verify debt,"EOS Holdings, Inc.",NY,10303,Web,2015-01-22,Closed with explanation,Yes,No,1197977,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Credit Systems International, Inc.",TX,78729,Web,2015-01-17,Closed with explanation,Yes,Yes,1197978,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,"Capital Accounts, LLC",NY,10024,Web,2015-01-17,Closed with explanation,No,Yes,1197991,2015-01-17
Payday loan,Payday loan,Received a loan I didn't apply for,Received a loan I didn't apply for,Niagara Portfolio Solutions LLC,FL,33905,Web,2015-01-29,Closed with explanation,Yes,No,1198006,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,TrueAccord Corp.,NY,10030,Web,2015-01-27,Closed with explanation,Yes,No,1204779,2015-01-22
Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,"MNE Services, Inc",FL,33905,Web,2015-01-17,Closed with explanation,Yes,Yes,1198007,2015-01-17
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"I.C. System, Inc.",MO,63069,Web,2015-01-28,Closed with explanation,Yes,No,1204810,2015-01-22
Debt collection,Medical,Improper contact or sharing of info,Contacted employer after asked not to,Revenue Recovery Corporation,TN,37923,Web,2015-01-17,Closed with explanation,Yes,Yes,1198034,2015-01-17
Debt collection,I do not know,False statements or representation,Impersonated an attorney or official,"The Wilber Law Firm, P.C.",NY,14206,Web,2015-01-22,Closed with non-monetary relief,Yes,Yes,1197818,2015-01-17
Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,Summit Financial Corp,FL,32244,Web,2015-01-21,Closed with explanation,Yes,No,1198050,2015-01-17
Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,Ally Financial Inc.,CA,91604,Fax,2015-02-02,Closed with explanation,Yes,Yes,1214785,2015-01-28
Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,Encore Capital Group,CA,92129,Web,2015-01-22,Closed with non-monetary relief,Yes,No,1204847,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Resurgent Capital Services L.P.,CA,95829,Web,2015-01-28,Closed with explanation,Yes,No,1215075,2015-01-28
Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,Penn Credit Corporation,PA,19104,Web,2015-01-28,Closed with explanation,Yes,Yes,1215211,2015-01-28
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,ERC,TX,78752,Referral,2015-02-02,Closed with non-monetary relief,Yes,No,1213797,2015-01-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"Arcadia Holdings, LLC",PA,19406,Web,2015-01-22,Closed with explanation,Yes,Yes,1204903,2015-01-22
Debt collection,Medical,Disclosure verification of debt,Right to dispute notice not received,"Stallings Financial Group, Inc.",GA,30097,Web,2015-02-02,Closed with explanation,Yes,No,1213813,2015-01-28
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,"Western Control Services, Inc.",CO,80005,Web,2015-01-28,Closed with explanation,Yes,No,1213829,2015-01-28
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,"American Collections Enterprise, Inc.",VA,22043,Web,2015-01-22,Closed,Yes,No,1203284,2015-01-22
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"NRA Group, LLC",SC,29690,Web,2015-01-28,Closed with non-monetary relief,Yes,No,1204923,2015-01-22
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,State Farm Bank,OH,45065,Web,2015-01-18,Closed with non-monetary relief,Yes,No,1198255,2015-01-18
Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,Ally Financial Inc.,FL,33713,Web,2015-01-18,Closed with explanation,Yes,Yes,1198377,2015-01-18
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,MD,21215,Web,2015-01-28,Closed with non-monetary relief,Yes,No,1213853,2015-01-28
Debt collection,Non-federal student loan,False statements or representation,Indicated committed crime not paying,Transworld Systems Inc.,VA,24503,Web,2015-01-18,Closed with explanation,Yes,Yes,1198397,2015-01-18
Debt collection,I do not know,Taking/threatening an illegal action,Threatened to sue on too old debt,"BRAUFMANN, LEIGHMANN & ASSOCIATES",GA,30087,Web,2015-01-28,Closed with explanation,Yes,Yes,1213878,2015-01-28
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,National Business Factors,NV,89706,Web,2015-01-23,Closed with explanation,Yes,Yes,1207351,2015-01-23
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,ERC,NY,11223,Web,2015-01-18,Closed with non-monetary relief,Yes,Yes,1198308,2015-01-18
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,Merchants' Credit Guide Company,IL,60538,Web,2015-02-02,Closed with non-monetary relief,Yes,No,1205755,2015-01-23
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt resulted from identity theft,DataMax Corporation,NC,27913,Web,2015-01-28,Closed with explanation,Yes,Yes,1213316,2015-01-28
Student loan,Non-federal student loan,Can't repay my loan,Can't get flexible payment options,"Navient Solutions, Inc.",ME,4444,Web,2015-01-28,Closed with explanation,Yes,No,1213921,2015-01-28
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,Commonwealth Health Corporation,WA,98198,Web,2015-01-21,Closed with explanation,Yes,No,1198336,2015-01-18
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"SCA Collections, Inc.",NC,27804,Web,2015-01-22,Closed with explanation,Yes,No,1198337,2015-01-18
Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,Resurgent Capital Services L.P.,CT,6790,Web,2015-01-22,Closed,Yes,No,1198340,2015-01-18
Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,"CL Holdings, LLC",CT,6790,Web,2015-01-22,Closed with explanation,Yes,No,1198341,2015-01-18
Debt collection,Payday loan,Communication tactics,Frequent or repeated calls,Integrated Recovery Services,DE,19714,Web,2015-02-03,Closed,No,No,1207671,2015-01-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Enhanced Acquisitions, LLC",FL,33614,Web,2015-01-18,Closed with explanation,Yes,No,1198246,2015-01-18
Debt collection,Medical,Disclosure verification of debt,Not given enough info to verify debt,Tenet HealthCare Corporation,TX,79936,Web,2015-01-18,Closed with explanation,Yes,Yes,1198234,2015-01-18
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,FL,33177,Web,2015-01-23,Closed with non-monetary relief,Yes,No,1205828,2015-01-23
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,Transworld Systems Inc.,TX,77373,Web,2015-01-18,Closed with explanation,Yes,Yes,1198369,2015-01-18
Payday loan,Payday loan,Charged bank acct wrong day or amt,Charged bank acct wrong day or amt,Delbert Services,IA,52317,Web,2015-01-28,Closed with explanation,Yes,No,1205838,2015-01-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Debt Recovery Solutions, LLC",IA,52349,Web,2015-01-19,Closed with explanation,Yes,No,1198790,2015-01-19
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Citibank,MO,64012,Web,2015-01-19,Closed with explanation,Yes,No,1198488,2015-01-19
