Product Name,Sub Product,Issue,Sub Issue,Company,State Name,Zip Code,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID,Date Recieved
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"NRA Group, LLC",VA,20147,Web,2013-08-07,Closed with non-monetary relief,Yes,No,467801,2013-07-29
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,"SunTrust Banks, Inc.",FL,32818,Referral,2013-08-01,Closed with explanation,Yes,Yes,475728,2013-07-29
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Wells Fargo & Company,PA,19145,Phone,2013-08-01,Closed with non-monetary relief,Yes,No,468905,2013-07-29
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",OH,45150,Web,2013-07-30,Closed with explanation,Yes,No,469210,2013-07-29
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Northland Group, Inc.",FL,32233,Referral,2013-08-01,Closed with explanation,Yes,No,469252,2013-07-29
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",FL,33133,Web,2013-07-30,Closed with explanation,Yes,No,469340,2013-07-29
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Alpine Financial Solutions, Inc.",KY,42303,Postal mail,2013-12-04,Closed with explanation,Yes,No,469408,2013-07-29
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Discover,MA,2043,Web,2013-07-30,Closed with explanation,Yes,No,467427,2013-07-29
Debt collection,Credit card,Communication tactics,Threatened to take legal action,"Borenstein & Associates, LLC",WY,82605,Web,2013-09-17,Closed,Yes,No,469501,2013-07-29
Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,Encore Capital Group,NY,14212,Web,2013-07-30,Closed with explanation,Yes,No,487029,2013-07-31
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Fidelity National Information Services, Inc. (FNIS)",CO,81302,Web,2013-09-17,Closed with explanation,Yes,No,469732,2013-07-30
Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",NY,10026,Web,2013-07-29,Closed with explanation,Yes,No,469736,2013-07-30
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,The Moore Law Group,CA,91711,Web,2013-07-30,Closed with explanation,Yes,No,470913,2013-07-31
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Franklin Collection Service, Inc.",IL,60440,Phone,2013-08-01,Closed with explanation,Yes,No,469711,2013-07-30
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Professional Debt Mediation, Inc.",FL,32304,Web,2013-09-19,Closed with explanation,Yes,No,469753,2013-07-30
Debt collection,Mortgage,Communication tactics,Threatened to take legal action,"Select Portfolio Servicing, Inc",NY,11234,Web,2013-07-29,Closed with explanation,Yes,Yes,466892,2013-07-30
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Talked to a third party about my debt,Receivables Performance Management LLC,NY,11205,Web,2013-07-31,Closed with explanation,Yes,Yes,470955,2013-07-31
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"Convergent Resources, Inc.",NV,89074,Referral,2013-08-01,Closed,Yes,No,469810,2013-07-30
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",MD,21078,Web,2013-07-31,Closed with explanation,Yes,No,479648,2013-07-30
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted me after I asked not to,Total Recovery Solutions,TX,77551,Web,2013-08-16,Closed with explanation,Yes,Yes,482436,2013-07-31
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Afni, Inc.",NY,14623,Postal mail,2013-07-31,Closed with explanation,Yes,Yes,461803,2013-07-31
Debt collection,Auto,Communication tactics,Frequent or repeated calls,Santander Consumer USA Holdings Inc,IL,62650,Web,2013-07-30,Closed with explanation,Yes,No,469982,2013-07-30
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,PNC Bank N.A.,MD,20667,Web,2013-08-05,Closed with explanation,Yes,Yes,471100,2013-07-31
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Synchrony Financial,KS,66062,Postal mail,2013-08-01,Closed with explanation,Yes,No,470089,2013-07-30
Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,"Platinum Holdings Group, LLC",CA,92504,Web,2013-08-16,Closed with explanation,Yes,Yes,480974,2013-07-31
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Bank of America,NV,89014,Phone,2013-08-01,Closed with explanation,Yes,No,469081,2013-07-30
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"Navient Solutions, Inc.",WA,98444,Phone,2013-07-31,Closed with explanation,Yes,No,470288,2013-07-30
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NV,89122,Web,2013-07-31,Closed with explanation,Yes,No,470314,2013-07-30
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Resurgent Capital Services L.P.,TX,79403,Phone,2013-08-06,Closed with explanation,Yes,No,480992,2013-07-31
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,U.S. Bancorp,OR,97124,Web,2013-07-30,Closed with explanation,Yes,No,470385,2013-07-30
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",CA,95692,Web,2013-07-31,Closed with monetary relief,Yes,No,470418,2013-07-30
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,Bank of America,MI,49423,Web,2013-07-30,Closed with non-monetary relief,Yes,No,470466,2013-07-30
Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,"Capio Partners, LLC",CA,91307,Web,2013-08-06,Closed with non-monetary relief,Yes,Yes,482422,2013-07-31
Debt collection,Mortgage,Improper contact or sharing of info,Contacted me after I asked not to,JPMorgan Chase & Co.,GA,30296,Phone,2013-08-06,Closed with explanation,Yes,No,482190,2013-07-31
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Bank of America,VA,23703,Web,2013-08-02,Closed with explanation,Yes,No,470645,2013-07-30
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,Collection Bureau of America Ltd.,CA,94124,Phone,2013-08-09,Closed with explanation,Yes,No,470655,2013-07-30
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,JPMorgan Chase & Co.,CO,80526,Web,2013-07-25,Closed with explanation,Yes,No,463408,2013-07-22
Debt collection,Non-federal student loan,Disclosure verification of debt,Right to dispute notice not received,"Expert Global Solutions, Inc.",KS,66213,Web,2013-07-22,Closed with explanation,Yes,No,463413,2013-07-22
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Professional Debt Mediation, Inc.",OR,97478,Web,2013-09-30,Closed with explanation,Yes,No,480907,2013-08-06
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Encore Capital Group,OK,73661,Phone,2013-08-07,Closed with explanation,Yes,Yes,481511,2013-08-06
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Encore Capital Group,TX,75098,Web,2013-08-09,Closed with explanation,Yes,No,481628,2013-08-06
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,U.S. Bancorp,CA,91307,Web,2013-08-06,Closed with explanation,Yes,No,481688,2013-08-06
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,Encore Capital Group,LA,70814,Web,2013-07-22,Closed with explanation,Yes,Yes,463635,2013-07-23
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",IL,60639,Web,2013-07-25,Closed with monetary relief,Yes,No,463669,2013-07-23
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,ERC,LA,70130,Web,2013-09-05,Closed with non-monetary relief,Yes,No,471496,2013-08-01
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,"Portfolio Recovery Associates, Inc.",CA,95060,Web,2013-07-23,Closed with explanation,Yes,Yes,463699,2013-07-23
Debt collection,Credit card,Communication tactics,Called after sent written cease of comm,Citibank,NY,14468,Postal mail,2013-07-31,Closed with non-monetary relief,Yes,No,458524,2013-07-23
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Citibank,IL,60425,Web,2014-01-09,Closed with explanation,Yes,No,471655,2013-08-01
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NJ,8054,Web,2013-07-25,Closed with explanation,Yes,No,465156,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,Stellar Recovery Inc.,NJ,7055,Postal mail,2013-08-12,Closed with explanation,Yes,No,480828,2013-08-06
Debt collection,Credit card,Taking/threatening an illegal action,Sued where didn't live/sign for debt,Amex,CA,90274,Web,2013-08-06,Closed with non-monetary relief,Yes,No,495107,2013-08-07
Debt collection,Mortgage,Improper contact or sharing of info,Talked to a third party about my debt,Ditech Financial LLC,WI,53508,Web,2013-11-07,Closed with explanation,Yes,No,482484,2013-08-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Debt Recovery Solutions, LLC",FL,32937,Web,2013-08-12,Closed with explanation,Yes,No,482469,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,Consumer Adjustment Company Incorporated,FL,32937,Web,2013-08-06,Closed with non-monetary relief,Yes,No,482470,2013-08-07
Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,JPMorgan Chase & Co.,MN,55126,Web,2013-08-06,Closed with explanation,Yes,No,482499,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,Synchrony Financial,NJ,7410,Phone,2013-07-31,Closed with explanation,Yes,Yes,475196,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"The Stark Collection Agency, Inc.",IL,60459,Referral,2013-08-09,Closed with non-monetary relief,Yes,No,482521,2013-08-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Receivables Management Partners, LLC",IL,61073,Web,2013-10-16,Closed,Yes,No,488154,2013-08-12
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Morgan Stanley,FL,33411,Web,2013-08-28,Closed with non-monetary relief,Yes,No,482546,2013-08-07
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Convergent Resources, Inc.",CA,95954,Phone,2013-07-30,Closed,Yes,No,464164,2013-07-23
Student loan,Non-federal student loan,Getting a loan,Getting a loan,Discover,MA,2067,Web,2013-08-08,Closed with explanation,Yes,No,482552,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Retrieval-Masters Creditors Bureau, Inc.",OH,45133,Phone,2013-08-07,Closed with explanation,Yes,No,465343,2013-07-24
Debt collection,Medical,Communication tactics,Used obscene/profane/abusive language,"Expert Global Solutions, Inc.",PA,15212,Phone,2013-08-23,Closed with explanation,Yes,No,488130,2013-08-12
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,Stellar Recovery Inc.,FL,33912,Postal mail,2013-08-01,Closed with explanation,Yes,No,465370,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Portfolio Recovery Associates, Inc.",CA,94118,Postal mail,2013-07-31,Closed with non-monetary relief,Yes,No,475993,2013-07-23
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,Navy FCU,MO,65807,Web,2013-09-03,Closed with explanation,Yes,No,488271,2013-08-12
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,Stellar Recovery Inc.,FL,32189,Web,2013-08-01,Closed with explanation,Yes,No,465449,2013-07-24
Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,"Dynamic Recovery Solutions, LLC",LA,70094,Web,2013-08-30,Closed with explanation,Yes,No,488281,2013-08-12
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Expert Global Solutions, Inc.",KS,67460,Phone,2013-08-14,Closed with explanation,Yes,No,488287,2013-08-12
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,HSBC North America Holdings Inc.,PA,17814,Web,2013-10-17,Closed with explanation,Yes,No,465469,2013-07-24
Debt collection,Credit card,Communication tactics,Threatened to take legal action,JPMorgan Chase & Co.,NH,3064,Web,2013-11-03,Closed with explanation,Yes,No,484872,2013-08-07
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Navient Solutions, Inc.",MA,1089,Phone,2013-08-09,Closed with non-monetary relief,Yes,No,484863,2013-08-07
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,Bank of America,CA,95609,Web,2013-08-14,Closed with explanation,Yes,No,484874,2013-08-07
Debt collection,Credit card,Communication tactics,Frequent or repeated calls,Capital One,TX,78639,Phone,2013-07-31,Closed with explanation,Yes,No,464292,2013-07-23
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,Encore Capital Group,AZ,85354,Web,2014-04-22,Closed with explanation,Yes,No,488671,2013-08-13
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Vital Solutions, Inc.",KY,40013,Phone,2013-08-01,Closed with non-monetary relief,Yes,No,465502,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"CCS Financial Services, Inc.",TX,77040,Referral,2014-01-08,Closed with non-monetary relief,Yes,No,482870,2013-08-07
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,Citibank,PA,19147,Web,2013-07-25,Closed with explanation,Yes,No,465515,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Northland Group, Inc.",GA,30642,Phone,2013-08-09,Closed with explanation,Yes,No,484869,2013-08-07
Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,"Sherloq Group, Inc",FL,34222,Web,2013-08-30,Closed with non-monetary relief,Yes,No,488685,2013-08-13
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",LA,70815,Web,2013-08-13,Closed with non-monetary relief,Yes,Yes,491286,2013-08-13
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NY,11236,Web,2013-08-14,Closed with explanation,Yes,No,491428,2013-08-13
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Primary Financial Services L.L.C.,SC,29708,Web,2013-08-08,Closed with explanation,Yes,Yes,482876,2013-08-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Commercial Recovery Systems,TX,77573,Web,2013-08-07,Closed,Yes,No,484838,2013-08-07
Debt collection,Auto,Disclosure verification of debt,Not given enough info to verify debt,"Retrieval-Masters Creditors Bureau, Inc.",NY,11206,Phone,2013-07-31,Closed,Yes,No,464406,2013-07-23
Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,"Franklin Collection Service, Inc.",AL,35068,Web,2013-08-13,Closed with explanation,Yes,No,491437,2013-08-13
Debt collection,Mortgage,Disclosure verification of debt,Not given enough info to verify debt,Ocwen,MI,49512,Web,2013-08-09,Closed with explanation,Yes,No,484911,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,MO,63119,Phone,2013-09-30,Closed with non-monetary relief,Yes,No,484878,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,Hyperion Recovery LLC,MD,20879,Web,2013-10-24,Closed with monetary relief,Yes,No,484953,2013-08-07
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,Bank of America,CA,91978,Web,2013-08-13,Closed with explanation,Yes,No,489138,2013-08-13
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",DE,19801,Web,2013-08-08,Closed with non-monetary relief,Yes,Yes,482938,2013-08-07
Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,Santander Consumer USA Holdings Inc,VA,22204,Web,2013-07-24,Closed with explanation,Yes,Yes,465808,2013-07-24
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,Nations Recovery Center,ID,46619,Phone,2013-08-23,Closed with explanation,Yes,No,484942,2013-08-07
Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt was paid,U.S. Bancorp,CO,81413,Web,2013-07-24,Closed with explanation,Yes,No,465831,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,"Southwest Recovery Services, Inc.",TX,75243,Web,2013-08-12,Closed with explanation,Yes,Yes,475544,2013-07-23
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Portfolio Recovery Associates, Inc.",CA,92120,Phone,2013-08-12,Closed with non-monetary relief,Yes,No,484976,2013-08-07
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Synchrony Financial,AL,36695,Phone,2013-08-12,Closed with explanation,Yes,Yes,484977,2013-08-07
Debt collection,Mortgage,Communication tactics,Used obscene/profane/abusive language,Ditech Financial LLC,SC,29485,Web,2013-07-23,Closed with explanation,Yes,No,480358,2013-07-24
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,U.S. Bancorp,CA,91423,Web,2013-07-23,Closed with explanation,Yes,Yes,464720,2013-07-24
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Citibank,TN,37411,Web,2013-08-13,Closed with explanation,Yes,No,491439,2013-08-13
Debt collection,Auto,Improper contact or sharing of info,Talked to a third party about my debt,"Westlake Services, LLC",TN,38106,Web,2013-07-24,Closed with explanation,Yes,Yes,465921,2013-07-25
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"Credit Systems International, Inc.",TX,79912,Web,2013-07-31,Closed with explanation,Yes,No,464792,2013-07-24
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Discover,CA,90026,Phone,2013-08-21,Closed with explanation,Yes,No,489163,2013-08-13
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,Synchrony Financial,NE,68132,Web,2013-07-24,Closed with monetary relief,Yes,No,464811,2013-07-24
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"SIMM Associates, Inc.",PA,15237,Web,2013-07-26,Closed with explanation,Yes,Yes,475198,2013-07-25
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,Sallie Mae,MD,20772,Web,2013-07-25,Closed with non-monetary relief,Yes,No,465943,2013-07-25
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"North Shore Agency, LLC",PA,16101,Phone,2013-09-11,Closed with explanation,Yes,Yes,489185,2013-08-13
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"CashCall, Inc.",OH,43615,Phone,2013-08-30,Closed with explanation,Yes,No,491634,2013-08-13
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"Navient Solutions, Inc.",AR,72034,Web,2013-07-25,Closed with explanation,Yes,No,465952,2013-07-25
Debt collection,Credit card,Communication tactics,Threatened to take legal action,"Cavalry Investments, LLC",MO,63033,Web,2013-07-25,Closed with non-monetary relief,Yes,No,465975,2013-07-25
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"The CBE Group, Inc.",CA,90034,Web,2013-08-07,Closed with non-monetary relief,Yes,No,482978,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,Total Recovery Solutions,IL,60633,Phone,2013-08-16,Closed with explanation,Yes,No,489208,2013-08-13
Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,"Williams & Fudge, Inc",MO,65584,Web,2013-08-07,Closed with explanation,Yes,No,482999,2013-08-07
Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"Expert Global Solutions, Inc.",MO,65251,Phone,2013-08-09,Closed with explanation,Yes,No,464932,2013-07-24
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,"Platinum Holdings Group, LLC",FL,34736,Web,2013-08-16,Closed,Yes,No,466135,2013-07-25
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",PA,19038,Web,2013-07-25,Closed with monetary relief,Yes,No,465028,2013-07-24
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,ERC,CA,92307,Phone,2013-08-12,Closed with explanation,Yes,No,485051,2013-08-07
Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,"United Collection Bureau, Inc.",WI,20171,Web,2013-08-08,Closed with explanation,Yes,No,482759,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,"Franklin Collection Service, Inc.",AL,36604,Web,2013-07-24,Closed with explanation,Yes,Yes,465061,2013-07-24
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,Santander Consumer USA Holdings Inc,IL,60102,Postal mail,2013-09-03,Closed with explanation,Yes,No,483143,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,"Southwest Credit Systems, L.P.",TX,76310,Phone,2013-08-01,Closed with explanation,Yes,No,466298,2013-07-25
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,Encore Capital Group,WI,54703,Postal mail,2013-11-04,Closed with explanation,Yes,No,466307,2013-07-25
Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,Ditech Financial LLC,FL,34105,Web,2013-09-03,Closed with explanation,Yes,No,499463,2013-08-21
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",NH,3055,Web,2013-08-22,Closed with non-monetary relief,Yes,No,499466,2013-08-21
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,The Minacs Group (USA) Inc.,WY,82001,Web,2013-08-13,Closed with explanation,Yes,No,456887,2013-07-25
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Afni, Inc.",FL,33308,Web,2013-08-12,Closed with explanation,Yes,No,485066,2013-08-07
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,"Hunter Warfield, Inc.",WA,98021,Web,2013-08-09,Closed with explanation,Yes,No,485070,2013-08-07
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,Allied Interstate LLC,FL,33321,Web,2013-08-01,Closed with non-monetary relief,Yes,No,471824,2013-08-01
Debt collection,Auto,Communication tactics,Frequent or repeated calls,"American Credit Acceptance, LLC",NV,89178,Web,2013-08-01,Closed with non-monetary relief,Yes,No,468408,2013-08-01
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,AES/PHEAA,DC,20002,Web,2013-08-09,Closed with explanation,Yes,No,482734,2013-08-08
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Indicated committed crime not paying,World Acceptance Corporation,NM,88063,Web,2013-10-22,Closed with explanation,Yes,No,489340,2013-08-13
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Navient Solutions, Inc.",OH,43229,Web,2013-08-22,Closed with non-monetary relief,Yes,No,499499,2013-08-21
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"EOS Holdings, Inc.",NY,11579,Web,2013-08-01,Closed with non-monetary relief,Yes,No,467005,2013-07-25
Debt collection,I do not know,Communication tactics,Frequent or repeated calls,ConServe,RI,2909,Phone,2013-08-02,Closed with explanation,Yes,No,466513,2013-07-25
Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,Ocwen,CA,95467,Web,2013-08-15,Closed with explanation,Yes,No,489384,2013-08-14
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,"Navient Solutions, Inc.",GA,31750,Web,2013-08-15,Closed with monetary relief,Yes,No,489429,2013-08-14
Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,"Cavalry Investments, LLC",NV,89820,Web,2013-08-16,Closed with explanation,Yes,No,489414,2013-08-14
Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,Encore Capital Group,NV,89820,Web,2013-08-19,Closed with explanation,Yes,No,489425,2013-08-14
Debt collection,Non-federal student loan,Improper contact or sharing of info,Contacted employer after asked not to,Radius Global Solutions LLC,NJ,7461,Web,2013-08-13,Closed with explanation,Yes,Yes,492045,2013-08-14
Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,Capital One,NJ,8852,Web,2013-08-21,Closed with explanation,Yes,Yes,489440,2013-08-14
Debt collection,Credit card,Communication tactics,Threatened to take legal action,Capital One,LA,71477,Phone,2013-08-22,Closed with monetary relief,Yes,No,499564,2013-08-21
Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,"Credit Services of Oregon, Inc.",OR,97023,Web,2013-08-08,Closed with explanation,Yes,Yes,482722,2013-08-08
Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,"Expert Global Solutions, Inc.",NY,10466,Referral,2013-07-29,Closed with explanation,Yes,No,467777,2013-07-26
Debt collection,Federal student loan,Communication tactics,Frequent or repeated calls,GC Services Limited Partnership,VA,22191,Web,2013-07-26,Closed with non-monetary relief,Yes,No,467187,2013-07-26
Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,Rent Recovery Solutions,GA,30043,Web,2013-08-22,Closed with explanation,Yes,No,491193,2013-08-14
Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"Retrieval-Masters Creditors Bureau, Inc.",NC,28451,Phone,2013-08-02,Closed,Yes,No,467198,2013-07-26
Debt collection,Credit card,Taking/threatening an illegal action,Threatened to sue on too old debt,Zwicker & Associates,FL,33160,Web,2013-07-25,Closed with non-monetary relief,Yes,No,466561,2013-07-25
Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,Citibank,TX,78660,Web,2013-07-25,Closed with explanation,Yes,Yes,466749,2013-07-25
Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,Ocwen,FL,32819,Postal mail,2013-10-24,Closed with explanation,Yes,No,484236,2013-08-08
Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,Citibank,GA,34340,Phone,2013-08-01,Closed with explanation,Yes,No,467250,2013-07-26
Debt collection,Credit card,False statements or representation,Attempted to collect wrong amount,FMS Inc.,IA,50070,Web,2013-07-26,Closed with explanation,Yes,No,467286,2013-07-26
Debt collection,I do not know,Improper contact or sharing of info,Contacted me after I asked not to,"Portfolio Recovery Associates, Inc.",CA,93551,Web,2013-07-25,Closed with non-monetary relief,Yes,No,466776,2013-07-25
Debt collection,Credit card,Taking/threatening an illegal action,Sued w/o proper notification of suit,Discover,TX,75070,Web,2013-07-26,Closed with explanation,Yes,No,466787,2013-07-25
Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,JPMorgan Chase & Co.,CA,90028,Web,2013-08-05,Closed with explanation,Yes,No,472143,2013-08-01
